영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점
영화 스미코구라시 - 푸른 달밤의 마법의 아이,(주)미디어캐슬,2024,2,106,6383.0,애니메이션,전체관람가,8.88,6.33
크레센도 반 클라이번 콩쿠르 실황,오드,2024,1,65,5696.0,공연,전체관람가,8.11,6.0
엔드 오브 에반게리온,(주)라이크콘텐츠,2024,1,130,5633.0,애니메이션,청소년관람불가,8.13,7.33
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),2023,1,1023,5315.0,애니메이션,12세이상관람가,8.91,6.0
대니초 : 코리안 드림,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2024,2,24,5139.0,공연,청소년관람불가,5.92,4.33
뽀로로 극장판 슈퍼스타 대모험,씨제이 씨지브이(CJ CGV)(주),2023,12,850,4366.0,애니메이션,전체관람가,5.83,4.0
막걸리가 알려줄거야,"판씨네마(주),(주)홈초이스",2024,2,73,4131.0,드라마,전체관람가,8.53,6.8
"주사위놀이, 마불 세계여행",(주)니즈텔레콤,2024,1,1,4070.0,어드벤처,전체관람가,7.75,
오키쿠와 세계,(주)엣나인필름,2024,2,36,3977.0,드라마,12세이상관람가,,6.33
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,메가박스중앙(주),2023,10,78,3883.0,애니메이션,전체관람가,3.93,
검은 소년,(주)트리플픽쳐스,2024,2,31,3513.0,드라마,15세이상관람가,,8.5
아톰 새로운 시작,주식회사 블루필름웍스,2024,1,144,3428.0,애니메이션,전체관람가,9.15,6.0
도그맨,(주)레드아이스 엔터테인먼트,2024,1,496,3402.0,드라마,15세이상관람가,7.42,4.33
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,메가박스중앙(주),2023,10,79,3156.0,애니메이션,전체관람가,6.0,5.0
크레센도,오드,2023,12,81,2311.0,다큐멘터리,전체관람가,6.67,6.0
라이즈,(주)무비다이브,2024,1,68,2054.0,드라마,15세이상관람가,6.33,
장인과 사위,주식회사 제이씨엔터웍스,2024,2,49,1917.0,코미디,12세이상관람가,7.85,5.0
노 베어스,M&M 인터내셔널,2024,1,41,1825.0,드라마,12세이상관람가,6.7,5.0
말하고 싶은 비밀,"(주)바이포엠스튜디오,홀리가든",2023,12,401,1802.0,멜로/로맨스,전체관람가,8.11,8.0
아녜스 V에 의한 제인 B,(주)영화사 안다미로,2024,1,33,1690.0,판타지,청소년관람불가,9.8,6.0
류이치 사카모토: 오퍼스,"(주)엣나인필름,메가박스중앙(주)",2023,12,251,1640.0,공연,전체관람가,7.75,
사랑은 낙엽을 타고,찬란,2023,12,40,1463.0,멜로/로맨스,12세이상관람가,10.0,
두 세계 사이에서,(주)디오시네마,2024,1,35,1448.0,드라마,12세이상관람가,8.05,6.0
그대들은 어떻게 살 것인가,메가박스중앙(주),2023,10,1733,1357.0,애니메이션,전체관람가,6.0,
여기는 아미코,주식회사 슈아픽처스,2024,2,40,1188.0,가족,전체관람가,7.0,6.6
세기말의 사랑,"(주)엔케이컨텐츠,(주)디스테이션",2024,1,123,1111.0,드라마,12세이상관람가,7.28,6.25
리빙: 어떤 인생,(주)티캐스트,2023,12,50,1092.0,드라마,12세이상관람가,8.24,6.0
조폭인 내가 고등학생이 되었습니다,주식회사 넘버쓰리픽쳐스,2024,2,16,1039.0,판타지,15세이상관람가,6.92,5.83
넥스트 골 윈즈,월트디즈니컴퍼니코리아 유한책임회사,2024,1,156,951.0,코미디,전체관람가,7.8,8.0
"타르콥스키, 기도하는 영혼",(주)와우,2024,1,9,877.0,다큐멘터리,12세이상관람가,8.21,6.5
덤 머니,"그린나래미디어(주),(주)플레이그램",2024,1,465,872.0,코미디,15세이상관람가,8.39,6.86
"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",와이드 릴리즈(주),2023,12,215,737.0,애니메이션,전체관람가,7.8,6.5
걸즈 앤 판처 최종장 제4화,(주)디스테이션,2024,1,40,712.0,애니메이션,12세이상관람가,7.0,6.0
어른 김장하,(주)시네마달,2023,11,98,688.0,다큐멘터리,전체관람가,7.6,5.0
너와 나,"주식회사 필름영,그린나래미디어(주)",2023,10,76,683.0,드라마,12세이상관람가,8.25,6.6
엘리멘탈,월트디즈니컴퍼니코리아 유한책임회사,2023,6,1251,643.0,애니메이션,전체관람가,5.52,7.67
벗어날 탈 脫,영화배급협동조합 씨네소파,2024,2,14,620.0,미스터리,15세이상관람가,0.0,1.0
K스쿨,강 컨텐츠,2024,2,19,599.0,드라마,전체관람가,7.0,
티처스 라운지,(주)스튜디오디에이치엘,2023,12,29,537.0,드라마,12세이상관람가,8.33,8.25
갓랜드,M&M 인터내셔널,2024,2,24,529.0,드라마,15세이상관람가,8.35,4.67
영화 스미코구라시 - 튀어나오는 그림책과 비밀의 아이,(주)미디어캐슬,2024,1,101,521.0,애니메이션,전체관람가,8.29,7.0
소녀는 졸업하지 않는다,해피송,2024,1,42,517.0,멜로/로맨스,12세이상관람가,8.25,5.0
애프터: 유혹의 끝,스튜디오 에이드,2024,2,46,478.0,멜로/로맨스,15세이상관람가,,5.5
트롤: 밴드 투게더,유니버설픽쳐스인터내셔널 코리아(유),2023,12,845,382.0,애니메이션,전체관람가,,
스즈메의 문단속: 다녀왔어,(주)쇼박스,2024,1,185,362.0,애니메이션,12세이상관람가,8.76,5.0
블루 자이언트,판씨네마(주),2023,10,574,311.0,애니메이션,12세이상관람가,6.17,3.0
마에스트로 번스타인,씨제이 씨지브이(CJ CGV)(주),2023,12,61,284.0,드라마,15세이상관람가,8.31,
울산의 별,영화로운 형제,2024,1,21,280.0,드라마,15세이상관람가,8.89,5.5
립세의 사계,(주)디스테이션,2024,1,186,227.0,애니메이션,15세이상관람가,,
클럽 제로,판씨네마(주),2024,1,60,209.0,미스터리,12세이상관람가,7.48,6.86
일 부코,그린나래미디어(주),2024,1,10,166.0,드라마,전체관람가,6.5,5.0
서바이벌 택틱스,필름다빈,2024,2,12,163.0,드라마,12세이상관람가,4.76,3.5
백남준: 달은 가장 오래된 TV,(주)엣나인필름,2023,12,33,159.0,다큐멘터리,12세이상관람가,5.67,4.0
스즈메의 문단속,(주)쇼박스,2023,3,1486,152.0,애니메이션,12세이상관람가,6.88,5.0
킹 VS. 머신킹,(주)제이앤씨미디어그룹,2024,2,10,152.0,액션,12세이상관람가,0.0,
극장판 오드 택시 인 더 우즈,(주)미디어캐슬,2024,2,6,143.0,애니메이션,15세이상관람가,7.75,6.0
레트리뷰션,메가박스중앙(주),2024,1,202,139.0,액션,15세이상관람가,8.08,6.0
마이 스몰 랜드,(주)미디어캐슬,2024,2,6,135.0,드라마,12세이상관람가,7.8,
힐마 아프 클린트 - 미래를 위한 그림,(주)마노엔터테인먼트,2023,12,24,133.0,다큐멘터리,전체관람가,6.58,4.5
이빨요정 비올레타: 요정나라로 돌아갈래!,TCO(주)더콘텐츠온,2023,11,298,124.0,애니메이션,전체관람가,7.5,9.8
썬 오브 람세스,그린나래미디어(주),2024,2,6,123.0,스릴러,15세이상관람가,,9.6
이어지는 땅,필름다빈,2024,1,30,119.0,드라마,12세이상관람가,7.52,6.0
홈그라운드,영화배급협동조합 씨네소파,2023,12,35,116.0,다큐멘터리,12세이상관람가,7.48,6.0
나폴레옹,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,12,822,115.0,전쟁,15세이상관람가,7.12,6.0
수라,"스튜디오두마,미디어나무(주),스튜디오 에이드",2023,6,136,110.0,다큐멘터리,전체관람가,6.83,4.0
"여름을 향한 터널, 이별의 출구",(주)미디어캐슬,2023,9,269,99.0,애니메이션,12세이상관람가,,
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022,10,620,98.0,액션,15세이상관람가,7.0,
로보카폴리 안전교실 교통편,(주)로이비쥬얼,2022,9,16,83.0,애니메이션,전체관람가,4.33,
유어 럭키 데이,주식회사 풍경소리,2024,2,5,82.0,액션,15세이상관람가,5.71,
클레오의 세계,"그린나래미디어(주),(주)하이스트레인저",2024,1,47,80.0,드라마,전체관람가,7.63,7.5
아쿠아맨과 로스트 킹덤,워너브러더스 코리아(주),2023,12,965,78.0,액션,12세이상관람가,7.71,5.0
블랙 로터스,주식회사 블루필름웍스,2024,2,5,76.0,액션,15세이상관람가,,6.4
쏘우 X,"(주)올스타엔터테인먼트,(주)플레이그램",2023,12,571,67.0,공포(호러),청소년관람불가,6.72,5.5
봉신연의: 조가풍운,(주)스튜디오디에이치엘,2024,1,23,66.0,전쟁,12세이상관람가,8.0,3.5
킹덤 3: 운명의 불꽃,"(주)이놀미디어,(주)플레이그램",2024,1,136,49.0,액션,15세이상관람가,,6.5
도티와 영원의 탑,(주)넥스트엔터테인먼트월드(NEW),2023,12,370,48.0,애니메이션,전체관람가,6.86,6.67
약속,엠라인디스트리뷰션(주),2023,11,42,47.0,다큐멘터리,전체관람가,7.71,7.33
어파이어,M&M 인터내셔널,2023,9,68,47.0,드라마,12세이상관람가,4.0,
키리에의 노래: 디렉터스 컷,이화배컴퍼니(주),2023,11,9,41.0,드라마,15세이상관람가,8.83,7.67
느티나무 아래,"미디어나무(주),스튜디오 에이드",2023,11,13,36.0,다큐멘터리,전체관람가,9.25,7.67
서치: 데스게임,주식회사 원더스튜디오,2024,1,5,34.0,스릴러,청소년관람불가,8.4,6.91
너는 내 아들,"주식회사 블루필름웍스,(주)버킷스튜디오",2023,6,117,25.0,드라마,12세이상관람가,,6.5
극장판 우당탕탕 은하안전단: 진정한 용기!,(주)넥스트엔터테인먼트월드(NEW),2023,11,261,20.0,애니메이션,전체관람가,8.39,6.0
파묘,(주)쇼박스,2024,2,2355,7260067.0,미스터리,15세이상관람가,6.87,6.25
듄: 파트2,워너브러더스 코리아(주),2024,2,1544,1617500.0,액션,12세이상관람가,7.74,5.4
댓글부대,(주)에이스메이커무비웍스,2024,3,1228,541058.0,범죄,15세이상관람가,7.94,5.33
웡카,워너브러더스 코리아(주),2024,1,1753,401512.0,판타지,전체관람가,7.58,5.25
고질라 X 콩: 뉴 엠파이어,워너브러더스 코리아(주),2024,3,996,320982.0,액션,12세이상관람가,7.31,6.33
극장판 스파이 패밀리 코드 : 화이트,"(주)넥스트엔터테인먼트월드(NEW),(주)대교 미디어콘텐츠사업본부",2024,3,917,235008.0,애니메이션,12세이상관람가,,6.5
브레드이발소: 셀럽 인 베이커리타운,롯데컬처웍스(주)롯데엔터테인먼트,2024,3,342,173713.0,애니메이션,전체관람가,8.49,
가여운 것들,월트디즈니컴퍼니코리아 유한책임회사,2024,3,471,142488.0,드라마,청소년관람불가,8.65,6.0
건국전쟁,다큐스토리,2024,2,224,138922.0,다큐멘터리,12세이상관람가,6.62,6.0
패스트 라이브즈,(주)씨제이이엔엠,2024,3,613,115193.0,드라마,12세이상관람가,7.62,5.5
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",씨제이 씨지브이(CJ CGV)(주),2024,2,393,70124.0,애니메이션,15세이상관람가,6.32,
아이엠 티라노,"주식회사 원더스튜디오,영화사빅",2024,3,229,47077.0,애니메이션,전체관람가,7.81,7.0
랜드 오브 배드,메가박스중앙(주),2024,3,394,44252.0,액션,15세이상관람가,8.43,
밥 말리: 원 러브,롯데컬처웍스(주)롯데엔터테인먼트,2024,3,579,38585.0,드라마,15세이상관람가,6.24,5.0
1980,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2024,3,522,32237.0,드라마,12세이상관람가,7.25,5.0
메이 디셈버,판씨네마(주),2024,3,400,30186.0,드라마,청소년관람불가,,
소풍,롯데컬처웍스(주)롯데엔터테인먼트,2024,2,729,27369.0,드라마,12세이상관람가,6.82,
로봇 드림,"(주)영화사 진진,(주)하이스트레인저",2024,3,114,23298.0,애니메이션,전체관람가,8.33,6.0
용감한 돌고래 벨루와 바닷속 친구들,"찬란,(주)빅브라더스",2024,3,180,23121.0,애니메이션,전체관람가,9.0,
악은 존재하지 않는다,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",2024,3,149,19104.0,드라마,12세이상관람가,,5.67
탐정 말로,(주)바이포엠스튜디오,2024,3,183,18785.0,범죄,15세이상관람가,6.28,5.0
추락의 해부,(주)스튜디오디에이치엘,2024,1,236,17382.0,드라마,15세이상관람가,8.88,6.5
이승윤 콘서트 도킹 : 리프트오프,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2024,3,66,15918.0,공연,전체관람가,8.23,6.33
나이트 스윔,유니버설픽쳐스인터내셔널 코리아(유),2024,3,195,15747.0,공포(호러),12세이상관람가,8.15,6.56
목스박,(주)라온컴퍼니플러스,2024,3,122,15740.0,액션,15세이상관람가,7.5,5.33
마담 웹,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024,3,648,15434.0,액션,12세이상관람가,8.8,8.43
사운드 오브 프리덤,(주)넥스트엔터테인먼트월드(NEW),2024,2,248,14638.0,범죄,15세이상관람가,7.3,8.17
인어공주: 마법물약의 비밀,(주)박수엔터테인먼트,2024,3,188,12056.0,애니메이션,전체관람가,,5.0
바튼 아카데미,유니버설픽쳐스인터내셔널 코리아(유),2024,2,254,9641.0,코미디,15세이상관람가,,
생츄어리 2 : 쿼카가 너무해,(주)팝엔터테인먼트,2024,3,249,8743.0,애니메이션,전체관람가,8.02,8.2
왓츠 러브,(주)디스테이션,2024,3,188,8412.0,멜로/로맨스,15세이상관람가,7.32,7.0
대결! 애니메이션,"(주)블레이드이엔티,(주)블루라벨픽쳐스",2024,3,103,7969.0,드라마,12세이상관람가,,6.5
괴물,(주)넥스트엔터테인먼트월드(NEW),2023,11,647,7901.0,드라마,12세이상관람가,,
원 앤 온리,(주)스튜디오디에이치엘,2024,3,112,7568.0,드라마,12세이상관람가,7.75,7.0
기적의 시작,퓨어웨이픽쳐스,2024,2,137,7419.0,다큐멘터리,12세이상관람가,6.86,6.0
화녀,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2024,3,77,7075.0,스릴러,청소년관람불가,6.6,4.67
막걸리가 알려줄거야,"판씨네마(주),(주)홈초이스",2024,2,73,6477.0,드라마,전체관람가,7.0,5.33
월레스와 그로밋 더 클래식 컬렉션,CGV ICECON,2024,2,52,6261.0,애니메이션,전체관람가,7.1,7.2
돌핀,(주)마노엔터테인먼트,2024,3,67,5354.0,드라마,12세이상관람가,9.29,4.0
극장판 츠루네: 시작의 한 발,(주)라이크콘텐츠,2024,2,119,4486.0,애니메이션,전체관람가,5.14,
시민덕희,(주)쇼박스,2024,1,1272,4284.0,드라마,15세이상관람가,7.85,6.67
에픽하이 20 더 무비,"CGV ICECON,(주)플레이그램",2024,3,54,4274.0,공연,12세이상관람가,7.36,
드림쏭3,"주식회사 원더스튜디오,영화사빅",2024,3,238,4272.0,애니메이션,전체관람가,2.91,2.0
아기상어 극장판: 사이렌 스톤의 비밀,(주)넥스트엔터테인먼트월드(NEW),2024,2,578,3847.0,애니메이션,전체관람가,8.98,8.73
당신이 잠든 사이,트윈플러스파트너스(주),2024,3,118,3813.0,미스터리,12세이상관람가,9.13,
래빗스쿨 2: 부활절 대소동,"(주)버킷스튜디오,주식회사 블루필름웍스",2024,3,126,3053.0,애니메이션,전체관람가,6.83,6.0
오키쿠와 세계,(주)엣나인필름,2024,2,36,2995.0,드라마,12세이상관람가,8.61,6.0
뒤주,(주)파이브데이,2024,3,52,2596.0,공포(호러),15세이상관람가,8.81,6.75
갓랜드,M&M 인터내셔널,2024,2,24,2355.0,드라마,15세이상관람가,5.5,
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,메가박스중앙(주),2023,10,78,2355.0,애니메이션,전체관람가,6.89,4.0
신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,(주)씨제이이엔엠,2023,12,883,2301.0,애니메이션,전체관람가,8.81,7.5
서울의 봄,플러스엠 엔터테인먼트,2023,11,2328,1965.0,드라마,12세이상관람가,,
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),2023,1,1023,1715.0,애니메이션,12세이상관람가,,
여기는 아미코,주식회사 슈아픽처스,2024,2,40,1637.0,가족,전체관람가,7.71,4.5
조용한 이주,필름다빈,2024,3,27,1543.0,드라마,12세이상관람가,,
길위에 김대중,"(주)아이오케이컴퍼니,(주)명필름,(주)시네마6411",2024,1,414,1504.0,다큐멘터리,12세이상관람가,1.5,
비욘드 유토피아,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",2024,1,158,1449.0,다큐멘터리,12세이상관람가,8.91,6.0
플랜 75,찬란,2024,2,50,1437.0,드라마,15세이상관람가,,
부활 그 소망,파이오니아21,2024,3,26,1093.0,다큐멘터리,전체관람가,,
그대들은 어떻게 살 것인가,메가박스중앙(주),2023,10,1733,1001.0,애니메이션,전체관람가,6.75,4.25
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,메가박스중앙(주),2023,10,79,987.0,애니메이션,전체관람가,7.73,6.5
3일의 휴가,(주)쇼박스,2023,12,863,939.0,판타지,12세이상관람가,7.0,5.67
잠행,(주)이놀미디어,2024,3,32,840.0,액션,15세이상관람가,,
레이징 그레이스,(주)이놀미디어,2024,3,28,812.0,스릴러,15세이상관람가,6.0,5.0
류이치 사카모토: 오퍼스,"(주)엣나인필름,메가박스중앙(주)",2023,12,251,783.0,공연,전체관람가,5.76,5.0
청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다,(주)애니플러스,2024,2,84,747.0,애니메이션,12세이상관람가,5.88,4.33
다시 김대중-함께 합시다,주식회사 블루필름웍스,2024,3,58,700.0,다큐멘터리,12세이상관람가,8.35,4.67
엘리멘탈,월트디즈니컴퍼니코리아 유한책임회사,2023,6,1251,640.0,애니메이션,전체관람가,,5.5
세월: 라이프 고즈 온,영화배급협동조합 씨네소파,2024,3,25,636.0,다큐멘터리,전체관람가,8.29,7.0
리볼버 릴리,와이드 릴리즈(주),2024,3,31,540.0,액션,15세이상관람가,,8.5
도그데이즈,(주)씨제이이엔엠,2024,2,847,530.0,드라마,12세이상관람가,6.0,
벗어날 탈 脫,영화배급협동조합 씨네소파,2024,2,14,505.0,미스터리,15세이상관람가,4.68,
크레센도 반 클라이번 콩쿠르 실황,오드,2024,1,65,499.0,공연,전체관람가,7.93,8.0
나의 올드 오크,(주)영화사 진진,2024,1,83,477.0,드라마,15세이상관람가,8.07,6.8
에스파: 마이 퍼스트 페이지,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2024,2,68,432.0,공연,전체관람가,8.08,6.67
